rgb_path,video_id,label,protocol_4_1,protocol_4_2,protocol_4_3
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/124.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/125.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/126.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/127.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/128.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/129.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/130.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/131.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/132.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/133.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/134.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/135.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/136.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/137.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/138.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/139.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/140.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/141.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/142.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/143.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/144.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/145.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/146.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/147.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/148.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/149.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/150.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/151.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/152.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/153.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/154.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/155.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/156.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/157.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/158.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/159.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/160.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/161.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/162.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/163.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/164.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/165.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/166.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/167.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/168.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/169.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/170.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/171.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/172.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/173.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/174.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/175.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/176.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/177.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/178.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/179.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/180.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/181.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/182.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/183.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/184.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/185.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/186.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/187.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/188.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/189.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/190.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/191.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/192.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/193.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/194.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/195.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/196.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/197.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/198.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/199.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/200.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/201.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/202.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/203.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/204.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/205.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/206.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/207.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/208.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/209.png,track_1,0,True,False,False
/content/CASIA-SURF_CeFA/data/train/phucnt_1/fake/track_1/210.png,track_1,0,True,False,False
